"route","file","line","label","type","auth_role","expected","actual","target","api_method","api_path","status","notes"
"/app/advertiser/overview","app\app\advertiser\overview\page.tsx","274","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/advertiser/overview","app\app\advertiser\overview\page.tsx","289","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/advertiser/overview","app\app\advertiser\overview\page.tsx","290","Unknown","Link","Authenticated","unknown","unknown","/app/advertiser/campaigns/new","","","🔒",""
"/app/advertiser/overview","app\app\advertiser\overview\page.tsx","374","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/advertiser/overview","app\app\advertiser\overview\page.tsx","436","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/advertiser/overview","app\app\advertiser\overview\page.tsx","439","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/advertiser/overview","app\app\advertiser\overview\page.tsx","448","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/advertiser/overview","app\app\advertiser\overview\page.tsx","449","Unknown","Link","Authenticated","unknown","unknown","/app/advertiser/campaigns","","","🔒",""
"/app/advertiser/overview","app\app\advertiser\overview\page.tsx","467","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/advertiser/overview","app\app\advertiser\overview\page.tsx","468","Unknown","Link","Authenticated","unknown","unknown","/app/advertiser/campaigns/new","","","🔒",""
"/app/advertiser/reports","app\app\advertiser\reports\page.tsx","235","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/advertiser/reports","app\app\advertiser\reports\page.tsx","239","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/advertiser/reports","app\app\advertiser\reports\page.tsx","240","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/advertiser/support","app\app\advertiser\support\page.tsx","31","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/advertiser/support","app\app\advertiser\support\page.tsx","35","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/advertiser/support","app\app\advertiser\support\page.tsx","39","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/advertiser/support","app\app\advertiser\support\page.tsx","111","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/advertiser/wallet","app\app\advertiser\wallet\page.tsx","140","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/advertiser/wallet","app\app\advertiser\wallet\page.tsx","228","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/advertiser/wallet","app\app\advertiser\wallet\page.tsx","231","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/advertiser/wallet","app\app\advertiser\wallet\page.tsx","289","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/advertiser/wallet","app\app\advertiser\wallet\page.tsx","293","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/notifications","app\app\notifications\page.tsx","166","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/notifications","app\app\notifications\page.tsx","167","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/notifications","app\app\notifications\page.tsx","273","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/notifications","app\app\notifications\page.tsx","276","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/profile","app\app\profile\page.tsx","73","Save Changes","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/profile","app\app\profile\page.tsx","135","Change Password","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/ad-tags","app\app\publisher\ad-tags\page.tsx","304","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/earnings","app\app\publisher\earnings\page.tsx","169","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/earnings","app\app\publisher\earnings\page.tsx","173","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/overview","app\app\publisher\overview\page.tsx","284","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/overview","app\app\publisher\overview\page.tsx","285","Unknown","Link","Authenticated","unknown","unknown","/app/publisher/sites","","","🔒",""
"/app/publisher/overview","app\app\publisher\overview\page.tsx","363","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/overview","app\app\publisher\overview\page.tsx","364","Unknown","Link","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/overview","app\app\publisher\overview\page.tsx","428","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/overview","app\app\publisher\overview\page.tsx","429","Unknown","Link","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/overview","app\app\publisher\overview\page.tsx","433","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/overview","app\app\publisher\overview\page.tsx","442","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/overview","app\app\publisher\overview\page.tsx","443","Unknown","Link","Authenticated","unknown","unknown","/app/publisher/sites","","","🔒",""
"/app/publisher/overview","app\app\publisher\overview\page.tsx","461","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/overview","app\app\publisher\overview\page.tsx","462","Unknown","Link","Authenticated","unknown","unknown","/app/publisher/sites/new","","","🔒",""
"/app/publisher/payouts/PayoutsClient.tsx","app\app\publisher\payouts\PayoutsClient.tsx","115","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/payouts/PayoutsClient.tsx","app\app\publisher\payouts\PayoutsClient.tsx","176","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/payouts/PayoutsClient.tsx","app\app\publisher\payouts\PayoutsClient.tsx","178","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/payouts/PayoutsClient.tsx","app\app\publisher\payouts\PayoutsClient.tsx","182","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/payouts/PayoutsClient.tsx","app\app\publisher\payouts\PayoutsClient.tsx","183","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/payouts/PayoutsClient.tsx","app\app\publisher\payouts\PayoutsClient.tsx","278","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/payouts/PayoutsClient.tsx","app\app\publisher\payouts\PayoutsClient.tsx","287","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/placements","app\app\publisher\placements\page.tsx","231","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/placements","app\app\publisher\placements\page.tsx","240","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/placements","app\app\publisher\placements\page.tsx","281","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/placements","app\app\publisher\placements\page.tsx","284","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/placements","app\app\publisher\placements\page.tsx","288","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/placements","app\app\publisher\placements\page.tsx","291","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/placements","app\app\publisher\placements\page.tsx","375","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/placements","app\app\publisher\placements\page.tsx","378","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/placements","app\app\publisher\placements\page.tsx","444","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/placements","app\app\publisher\placements\page.tsx","447","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/reports","app\app\publisher\reports\page.tsx","157","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/reports","app\app\publisher\reports\page.tsx","161","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/sites/new","app\app\publisher\sites\new\page.tsx","82","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/sites/new","app\app\publisher\sites\new\page.tsx","84","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/sites/new","app\app\publisher\sites\new\page.tsx","191","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/sites/new","app\app\publisher\sites\new\page.tsx","194","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/sites/new","app\app\publisher\sites\new\page.tsx","198","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/sites","app\app\publisher\sites\page.tsx","152","Unknown","Link","Authenticated","unknown","unknown","/app/publisher/sites/new","","","🔒",""
"/app/publisher/sites","app\app\publisher\sites\page.tsx","153","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/sites","app\app\publisher\sites\page.tsx","221","Unknown","Link","Authenticated","unknown","unknown","/app/publisher/sites/new","","","🔒",""
"/app/publisher/sites","app\app\publisher\sites\page.tsx","222","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/sites","app\app\publisher\sites\page.tsx","277","Unknown","Link","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/sites","app\app\publisher\sites\page.tsx","278","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/sites","app\app\publisher\sites\page.tsx","286","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/sites","app\app\publisher\sites\page.tsx","292","Unknown","Link","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/sites","app\app\publisher\sites\page.tsx","298","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/sites","app\app\publisher\sites\page.tsx","304","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/sites","app\app\publisher\sites\page.tsx","311","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/sites/[id]/verify","app\app\publisher\sites\[id]\verify\page.tsx","138","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/sites/[id]/verify","app\app\publisher\sites\[id]\verify\page.tsx","139","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/sites/[id]/verify","app\app\publisher\sites\[id]\verify\page.tsx","184","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/sites/[id]/verify","app\app\publisher\sites\[id]\verify\page.tsx","185","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/sites/[id]/verify","app\app\publisher\sites\[id]\verify\page.tsx","214","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/sites/[id]/verify","app\app\publisher\sites\[id]\verify\page.tsx","215","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/support","app\app\publisher\support\page.tsx","78","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/support","app\app\publisher\support\page.tsx","80","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/support","app\app\publisher\support\page.tsx","94","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/support","app\app\publisher\support\page.tsx","97","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/support","app\app\publisher\support\page.tsx","103","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/support","app\app\publisher\support\page.tsx","106","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/support","app\app\publisher\support\page.tsx","111","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/support","app\app\publisher\support\page.tsx","114","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/support","app\app\publisher\support\page.tsx","197","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/support","app\app\publisher\support\page.tsx","198","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/support","app\app\publisher\support\page.tsx","309","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/support","app\app\publisher\support\page.tsx","312","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/support","app\app\publisher\support\page.tsx","320","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/support","app\app\publisher\support\page.tsx","323","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/support","app\app\publisher\support\page.tsx","331","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/support","app\app\publisher\support\page.tsx","334","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/support","app\app\publisher\support\page.tsx","342","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/publisher/support","app\app\publisher\support\page.tsx","345","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/settings","app\app\settings\page.tsx","135","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/settings","app\app\settings\page.tsx","136","Unknown","Unknown","Authenticated","unknown","unknown","","","","🔒",""
"/app/settings","app\app\settings\page.tsx","214","Save Privacy Settings","Button","Authenticated","unknown","unknown","","","","🔒",""
"/app/settings","app\app\settings\page.tsx","300","Save Preferences","Button","Authenticated","unknown","unknown","","","","🔒",""
"/auth/forgot-password","app\auth\forgot-password\page.tsx","97","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/auth/forgot-password","app\auth\forgot-password\page.tsx","110","Unknown","Link","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/auth/link-expired","app\auth\link-expired\page.tsx","51","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/auth/link-expired","app\auth\link-expired\page.tsx","52","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
"/auth/link-expired","app\auth\link-expired\page.tsx","67","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/auth/link-expired","app\auth\link-expired\page.tsx","72","Unknown","Link","Authenticated","navigate","navigate","/auth/signin","","","✅",""
"/auth/link-expired","app\auth\link-expired\page.tsx","82","Unknown","Link","Authenticated","navigate","navigate","/contact","","","✅",""
"/auth/reset-password","app\auth\reset-password\page.tsx","89","Unknown","Link","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/auth/reset-password","app\auth\reset-password\page.tsx","150","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/auth/reset-password","app\auth\reset-password\page.tsx","155","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
"/auth/reset-password","app\auth\reset-password\page.tsx","181","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/auth/reset-password","app\auth\reset-password\page.tsx","186","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
"/auth/reset-password","app\auth\reset-password\page.tsx","197","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/auth/reset-password","app\auth\reset-password\page.tsx","210","Unknown","Link","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/auth/signin","app\auth\signin\page.tsx","147","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/auth/signin","app\auth\signin\page.tsx","151","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
"/auth/signin","app\auth\signin\page.tsx","193","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/auth/signin","app\auth\signin\page.tsx","196","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
"/auth/signin","app\auth\signin\page.tsx","242","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/auth/signin","app\auth\signin\page.tsx","247","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
"/auth/signin","app\auth\signin\page.tsx","258","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/auth/signin","app\auth\signin\page.tsx","282","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/auth/signin","app\auth\signin\page.tsx","285","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
"/auth/signin","app\auth\signin\page.tsx","291","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/auth/signin","app\auth\signin\page.tsx","294","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
"/auth/signin","app\auth\signin\page.tsx","302","Unknown","Link","Authenticated","navigate","navigate","/","","","✅",""
"/auth/signin","app\auth\signin\page.tsx","330","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/auth/signin","app\auth\signin\page.tsx","334","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
"/auth/signin","app\auth\signin\page.tsx","528","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/auth/signin","app\auth\signin\page.tsx","533","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
"/auth/signin","app\auth\signin\page.tsx","556","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/auth/signin","app\auth\signin\page.tsx","561","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
"/auth/signin","app\auth\signin\page.tsx","573","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/auth/signin","app\auth\signin\page.tsx","661","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/auth/signin","app\auth\signin\page.tsx","681","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/auth/signin","app\auth\signin\page.tsx","684","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
"/auth/signup","app\auth\signup\page.tsx","125","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/auth/signup","app\auth\signup\page.tsx","130","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
"/auth/signup","app\auth\signup\page.tsx","165","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/auth/signup","app\auth\signup\page.tsx","180","Unknown","Link","Authenticated","navigate","navigate","/auth/signin","","","✅",""
"/auth/verified","app\auth\verified\page.tsx","43","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/auth/verified","app\auth\verified\page.tsx","44","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
"/auth/verify-email","app\auth\verify-email\page.tsx","81","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/auth/verify-email","app\auth\verify-email\page.tsx","82","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
"/auth/verify-email","app\auth\verify-email\page.tsx","99","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/auth/verify-email","app\auth\verify-email\page.tsx","105","Unknown","Link","Authenticated","navigate","navigate","/auth/signin","","","✅",""
"/auth/verify-email","app\auth\verify-email\page.tsx","115","Unknown","Link","Authenticated","navigate","navigate","/contact","","","✅",""
"/contact","app\contact\page.tsx","162","Unknown","Link","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/contact","app\contact\page.tsx","168","Unknown","Link","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/contact","app\contact\page.tsx","174","Unknown","Link","Authenticated","navigate","navigate","/auth/signin","","","✅",""
"/contact","app\contact\page.tsx","175","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/contact","app\contact\page.tsx","223","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/contact","app\contact\page.tsx","225","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
"/contact","app\contact\page.tsx","368","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/contact","app\contact\page.tsx","493","For Advertisers","Link","Authenticated","navigate","navigate","/advertisers","","","✅",""
"/contact","app\contact\page.tsx","494","For Publishers","Link","Authenticated","navigate","navigate","/publishers","","","✅",""
"/contact","app\contact\page.tsx","495","Ad Formats","Link","Authenticated","navigate","navigate","/ad-formats","","","✅",""
"/contact","app\contact\page.tsx","501","About","Link","Authenticated","navigate","navigate","/about","","","✅",""
"/contact","app\contact\page.tsx","502","Contact","Link","Authenticated","navigate","navigate","/contact","","","✅",""
"/contact","app\contact\page.tsx","503","Privacy","Link","Authenticated","navigate","navigate","/legal/privacy","","","✅",""
"/contact","app\contact\page.tsx","509","Advertiser Terms","Link","Authenticated","navigate","navigate","/legal/advertiser-terms","","","✅",""
"/contact","app\contact\page.tsx","510","Publisher Terms","Link","Authenticated","navigate","navigate","/legal/publisher-terms","","","✅",""
"/contact","app\contact\page.tsx","511","Cookie Policy","Link","Authenticated","navigate","navigate","/legal/cookies","","","✅",""
"/docs/publisher-integration","app\docs\publisher-integration\page.tsx","150","Unknown","Link","Authenticated","navigate","navigate","/auth/signup?role=publisher","","","✅",""
"/docs/publisher-integration","app\docs\publisher-integration\page.tsx","151","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/docs/publisher-integration","app\docs\publisher-integration\page.tsx","156","Unknown","Link","Authenticated","navigate","navigate","/contact","","","✅",""
"/docs/publisher-integration","app\docs\publisher-integration\page.tsx","157","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/docs/publisher-integration","app\docs\publisher-integration\page.tsx","173","For Advertisers","Link","Authenticated","navigate","navigate","/advertisers","","","✅",""
"/docs/publisher-integration","app\docs\publisher-integration\page.tsx","174","For Publishers","Link","Authenticated","navigate","navigate","/publishers","","","✅",""
"/docs/publisher-integration","app\docs\publisher-integration\page.tsx","175","Ad Formats","Link","Authenticated","navigate","navigate","/ad-formats","","","✅",""
"/docs/publisher-integration","app\docs\publisher-integration\page.tsx","181","About","Link","Authenticated","navigate","navigate","/about","","","✅",""
"/docs/publisher-integration","app\docs\publisher-integration\page.tsx","182","Contact","Link","Authenticated","navigate","navigate","/contact","","","✅",""
"/docs/publisher-integration","app\docs\publisher-integration\page.tsx","188","Privacy","Link","Authenticated","navigate","navigate","/legal/privacy","","","✅",""
"/docs/publisher-integration","app\docs\publisher-integration\page.tsx","189","Advertiser Terms","Link","Authenticated","navigate","navigate","/legal/advertiser-terms","","","✅",""
"/docs/publisher-integration","app\docs\publisher-integration\page.tsx","190","Publisher Terms","Link","Authenticated","navigate","navigate","/legal/publisher-terms","","","✅",""
"/docs/publisher-integration","app\docs\publisher-integration\page.tsx","191","Cookie Policy","Link","Authenticated","navigate","navigate","/legal/cookies","","","✅",""
"/docs/publisher-integration","app\docs\publisher-integration\page.tsx","197","Contact Support","Link","Authenticated","navigate","navigate","/contact","","","✅",""
"/docs/publisher-integration","app\docs\publisher-integration\page.tsx","198","Sign In","Link","Authenticated","navigate","navigate","/auth/signin","","","✅",""
"/error.tsx","app\error.tsx","40","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/error.tsx","app\error.tsx","41","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
"/global-error.tsx","app\global-error.tsx","42","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/global-error.tsx","app\global-error.tsx","43","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
"/legal/advertiser-terms","app\legal\advertiser-terms\page.tsx","160","Privacy Policy","Link","Authenticated","navigate","navigate","/legal/privacy","","","✅",""
"/legal/advertiser-terms","app\legal\advertiser-terms\page.tsx","161","Advertiser Terms","Link","Authenticated","navigate","navigate","/legal/advertiser-terms","","","✅",""
"/legal/advertiser-terms","app\legal\advertiser-terms\page.tsx","162","Publisher Terms","Link","Authenticated","navigate","navigate","/legal/publisher-terms","","","✅",""
"/legal/advertiser-terms","app\legal\advertiser-terms\page.tsx","163","Cookie Policy","Link","Authenticated","navigate","navigate","/legal/cookies","","","✅",""
"/legal/cookie-preferences","app\legal\cookie-preferences\page.tsx","205","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/legal/cookie-preferences","app\legal\cookie-preferences\page.tsx","206","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
"/legal/cookie-preferences","app\legal\cookie-preferences\page.tsx","215","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/legal/cookie-preferences","app\legal\cookie-preferences\page.tsx","216","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
"/legal/cookie-preferences","app\legal\cookie-preferences\page.tsx","225","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/legal/cookie-preferences","app\legal\cookie-preferences\page.tsx","226","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
"/legal/cookie-preferences","app\legal\cookie-preferences\page.tsx","247","Unknown","a","Authenticated","navigate","navigate","/legal/cookies","","","✅",""
"/legal/cookie-preferences","app\legal\cookie-preferences\page.tsx","254","Unknown","a","Authenticated","navigate","navigate","/legal/privacy","","","✅",""
"/legal/cookie-preferences","app\legal\cookie-preferences\page.tsx","261","Unknown","a","Authenticated","navigate","navigate","/contact","","","✅",""
"/legal/cookie-preferences","app\legal\cookie-preferences\page.tsx","364","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/legal/cookie-preferences","app\legal\cookie-preferences\page.tsx","366","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
"/legal/cookie-preferences","app\legal\cookie-preferences\page.tsx","370","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/legal/cookie-preferences","app\legal\cookie-preferences\page.tsx","371","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
"/legal/cookie-preferences","app\legal\cookie-preferences\page.tsx","377","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/legal/cookie-preferences","app\legal\cookie-preferences\page.tsx","378","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
"/legal/cookies","app\legal\cookies\page.tsx","169","Privacy Policy","Link","Authenticated","navigate","navigate","/legal/privacy","","","✅",""
"/legal/cookies","app\legal\cookies\page.tsx","170","Advertiser Terms","Link","Authenticated","navigate","navigate","/legal/advertiser-terms","","","✅",""
"/legal/cookies","app\legal\cookies\page.tsx","171","Publisher Terms","Link","Authenticated","navigate","navigate","/legal/publisher-terms","","","✅",""
"/legal/cookies","app\legal\cookies\page.tsx","172","Cookie Policy","Link","Authenticated","navigate","navigate","/legal/cookies","","","✅",""
"/legal/privacy","app\legal\privacy\page.tsx","144","Privacy Policy","Link","Authenticated","navigate","navigate","/legal/privacy","","","✅",""
"/legal/privacy","app\legal\privacy\page.tsx","145","Advertiser Terms","Link","Authenticated","navigate","navigate","/legal/advertiser-terms","","","✅",""
"/legal/privacy","app\legal\privacy\page.tsx","146","Publisher Terms","Link","Authenticated","navigate","navigate","/legal/publisher-terms","","","✅",""
"/legal/privacy","app\legal\privacy\page.tsx","147","Cookie Policy","Link","Authenticated","navigate","navigate","/legal/cookies","","","✅",""
"/legal/publisher-terms","app\legal\publisher-terms\page.tsx","144","Privacy Policy","Link","Authenticated","navigate","navigate","/legal/privacy","","","✅",""
"/legal/publisher-terms","app\legal\publisher-terms\page.tsx","145","Advertiser Terms","Link","Authenticated","navigate","navigate","/legal/advertiser-terms","","","✅",""
"/legal/publisher-terms","app\legal\publisher-terms\page.tsx","146","Publisher Terms","Link","Authenticated","navigate","navigate","/legal/publisher-terms","","","✅",""
"/legal/publisher-terms","app\legal\publisher-terms\page.tsx","147","Cookie Policy","Link","Authenticated","navigate","navigate","/legal/cookies","","","✅",""
